,index,Hotelname,Address,OfferPrice,OriginalPrice,OfferPercentage,Facilities,City_Name,Rating,Reviews,Location,AC_Availability,Wifi_Availability
176,215,OYO 5590 Ujwal Residency,"Near Indian Oil Petrol Bunk, Divanarapalya, Bangalore",1216.0,3302.0,63.0, Free Wifi  Power backup  CCTV Cameras  + 7 more,Bangalore,3.9,Good, Divanarapalya,No,Yes
177,187,OYO 24416 The United Hotel,"Near Kamani Oil Industries, Andheri East, Mumbai",1364.0,2803.0,51.0, Private Entrance  Reception  Free Wifi  + 11 more,Mumbai,3.9,Good, Andheri East,No,Yes
178,176,OYO 4520 Hotel Central Park,"Hyderguda, Hyderabad",1303.0,2965.0,56.0, Parking Facility  Elevator  Free Wifi  + 8 more,Hyderabad,3.9,Good,Hyderguda,No,Yes
179,23,OYO 81255 My Own Nest 2,"India, Bangalore",979.0,1902.0,48.0, Doctor on Call  Reception  Bedside Table / Desk  + 21 more,Bangalore,3.9,Good,India,No,No
180,516,OYO 39708 Hotel Hill Park Grand,"Near DHL, Ladki Ka Pul, Hyderabad",1525.0,2905.0,47.0, Reception  Free Wifi  Power backup  + 15 more,Hyderabad,3.9,Good, Ladki Ka Pul,No,Yes
181,165,Capital O 44585 Sri Suprabhat Grand,"Nera Venkataramana Theater, Hyderabad",1594.0,3556.0,55.0, Parking Facility  Reception  Free Wifi  + 15 more,Hyderabad,3.9,Good,Nera Venkataramana Theater,No,Yes
182,508,OYO 28067 Shree Comforts,"Near RNS motors, Bannerghatta Road, Bangalore",1216.0,2702.0,55.0, Reception  Free Wifi  Power backup  + 17 more,Bangalore,3.9,Good, Bannerghatta Road,No,Yes
183,248,OYO 41605 Hotel Prince Palace,"Near Kurla Police Station, Mumbai",1479.0,2986.0,50.0, Private Entrance  Free Wifi  Refrigerator  + 10 more,Mumbai,3.9,Good,Near Kurla Police Station,No,Yes
184,86,Capital O 11092 Shiv Enclave,"Near Nagavara, Ashwath Nagar, Bangalore",1453.0,3067.0,52.0, TV  AC  Wheelchair Accessible  + 1 more,Bangalore,3.9,Good, Ashwath Nagar,Yes,No
185,67,Capital O 70493 Hotel Crystal Inn,"Near Anjuman Khairul Islam School, Kihim, Mumbai",1423.0,2714.0,47.0, Reception  Free Wifi  Security  + 11 more,Mumbai,3.9,Good, Kihim,No,Yes
186,473,SPOT ON 74966 Shree Amardeep Hotel,"Near Kims hospital, Pan Bazar, Hyderabad",1519.0,2892.0,47.0, TV  Parking Facility  AC  + 12 more,Hyderabad,3.9,Good, Pan Bazar,Yes,No
187,144,OYO 3242 Hotel Status Executive Room's,"Near Old Airport Road, Bangalore",1600.0,3048.0,47.0, Parking Facility  Free Wifi  Power backup  + 12 more,Bangalore,3.9,Good,Near Old Airport Road,No,Yes
188,462,OYO 11428 Hotel Krishna's Residency,"Near Metro Station, Lakdikapool, Hyderabad",1537.0,3102.0,50.0, Parking Facility  Elevator  Free Wifi  + 6 more,Hyderabad,3.9,Good, Lakdikapool,No,Yes
189,61,OYO 40902 Anjali Hotel Mumbai,"Near Kanti Nagar, Andheri East, Mumbai",1229.0,3328.0,63.0, Reception  Free Wifi  Geyser  + 8 more,Mumbai,3.9,Good, Andheri East,No,Yes
190,301,OYO 76818 Star Residency,"Taj House no.1, Shanti Nagar, Nxt to pinnacle business park, Near Onida house, Mahakali caves road, Andheri east",1469.0,3572.0,58.0, Reception  Public Washroom  Caretaker  + 11 more,Mumbai,3.9,Good, Mahakali caves road,No,No
191,112,CAPITAL O75502 Hotel Asian International ,"Near Nampally metro station, Mahesh Nagar, Hyderabad",1384.0,3324.0,58.0, Reception  Free Wifi  24/7 Checkin  + 16 more,Hyderabad,3.9,Good, Mahesh Nagar,No,Yes
192,448,Collection O 30067 Hotel Palmtree,"Near Halasuru Metro Station, Ulsoor, Bangalore",1394.0,2655.0,47.0, Parking Facility  Reception  Free Wifi  + 14 more,Bangalore,3.9,Good, Ulsoor,No,Yes
193,317,OYO MUM2055 Hotel Golden Crown,"India, Mumbai",1347.0,3079.0,56.0, Parking Facility  Reception  Ticket Tour Assistance  + 20 more,Mumbai,3.9,Good,India,No,No
194,537,OYO 10821 Sree Balaji Residency,"Agrahara Dasarahalli, Rajaji Nagar, Bangalore",1250.0,2943.0,57.0, Elevator  Free Wifi  Geyser  + 6 more,Bangalore,3.8,Good, Rajaji Nagar,No,Yes
195,7,OYO 321 Hotel Icon,"Near Asalpha Metro Station, Asalpha, Mumbai",1014.0,2553.0,60.0, Reception  Free Wifi  Geyser  + 9 more,Mumbai,3.8,Good, Asalpha,No,Yes
196,8,OYO 5171 Hotel Palace Residency,"Near LBS Marg, Kurla West, Mumbai",1344.0,2868.0,53.0, Free Wifi  Geyser  CCTV Cameras  + 6 more,Mumbai,3.8,Good, Kurla West,No,Yes
197,446,Capital O 333 Hotel Crystal Homes,"Near Sony Centre, Indiranagar, Bangalore",1264.0,3014.0,58.0, Elevator  Free Wifi  Power backup  + 7 more,Bangalore,3.8,Good, Indiranagar,No,Yes
198,509,OYO 435 Hotel Amshi International,"Near Freedom Park, Gandhi Nagar, Bangalore",1014.0,2508.0,59.0, Elevator  Free Wifi  Geyser  + 9 more,Bangalore,3.8,Good, Gandhi Nagar,No,Yes
199,534,OYO 11915 Varcity Park,"Near SV Hospitals, Madiwala, Bangalore",1303.0,2693.0,51.0, Elevator  Free Wifi  Geyser  + 7 more,Bangalore,3.8,Good, Madiwala,No,Yes
200,533,OYO 23323 Hotel Dove,"Near Manu Complex, Mehdipatnam Ring Road, Hyderabad",1199.0,2741.0,56.0, Parking Facility  Reception  Free Wifi  + 11 more,Hyderabad,3.8,Good, Mehdipatnam Ring Road,No,Yes
201,444,Capital O 38666 Elmas Golden Key,"Near PVR Koramangala, 7th Block, Bangalore",1363.0,3063.0,55.0, Private Entrance  Reception  Free Wifi  + 19 more,Bangalore,3.8,Good, 7th Block,No,Yes
202,44,Oyo Flagship 77043 Malkajgiri,"Malkajgiri, Hyderabad",1216.0,2315.0,47.0, Parking Facility  Reception  Free Wifi  + 12 more,Hyderabad,3.8,Good,Malkajgiri,No,Yes
203,425,OYO 75467 Hotel 97,"Near Jankidevi public school, SV Patel Nagar, Mumbai",1566.0,2982.0,47.0, Reception  TV  AC  + 23 more,Mumbai,3.8,Good, SV Patel Nagar,Yes,No
204,506,SPOT ON 39359 KRISHNAA COMFORTS,"Shivaji Nagar, Bangalore",1014.0,1978.0,48.0, Reception  Queen Sized Bed  Caretaker  + 8 more,Bangalore,3.8,Good,Shivaji Nagar,No,No
205,466,OYO 14194 Hotel Deccan Lodging and Boarding,"Near Gokul Theater, Erragadda, Hyderabad",1404.0,2800.0,49.0, Free Wifi  Power backup  TV  + 14 more,Hyderabad,3.8,Good, Erragadda,No,Yes
206,451,SPOT ON 71449 Ssr Lodging And Boarding,"Near Jumma masjid, Shivaji Nagar, Bangalore",1014.0,1931.0,47.0, Reception  Free Wifi  Power backup  + 7 more,Bangalore,3.8,Good, Shivaji Nagar,No,Yes
207,404,OYO 7343 Al Shareef Palace,"Near Mir Chowk Police Station, Patthargatti, Hyderabad",1558.0,3012.0,48.0, Free Wifi  AC  TV  + 6 more,Hyderabad,3.8,Good, Patthargatti,Yes,Yes
208,1,Collection O 50279 Golden Tulipz Boutique,"Near Kalpana Cinema Hall, Kurla West, Mumbai",1358.0,2950.0,53.0, Reception  Free Wifi  Refrigerator  + 14 more,Mumbai,3.8,Good, Kurla West,No,Yes
209,237,Capital O 29894 Royal Emirates,"Near Apollo Hospital, Jubilee Hill, Hyderabad",1519.0,2892.0,47.0, Parking Facility  Reception  Free Wifi  + 18 more,Hyderabad,3.8,Good, Jubilee Hill,No,Yes
210,100,Capital O 78864 Hotel Ragas,"Near Sagar Ring Road, Reddy Colony, Lb Nagar,Hyderabad",1216.0,2972.0,59.0, Elevator  Reception  AC  + 9 more,Hyderabad,3.8,Good, Lb Nagar,Yes,No
211,246,OYO 80163 Hotel Relax Residency,"Near sakinaka metro station, opp noori masjid, andheri East",1116.0,2794.0,60.0, Hair Dryer  Reception  Ticket Tour Assistance  + 13 more,Mumbai,3.8,Good, opp noori masjid,No,No
212,247,OYO 61623 Hotel Homestay,"Near Time Square, Mittal Industrial Estate, Mumbai",1385.0,2638.0,47.0, Hair Dryer  Reception  Free Wifi  + 13 more,Mumbai,3.8,Good, Mittal Industrial Estate,No,Yes
213,220,SPOT ON 45433 Sree Radha Lodge,"Near Guru dwara, Shivaji Nagar, Hyderabad",1014.0,1931.0,47.0, AC  Reception  Power backup  + 6 more,Hyderabad,3.8,Good, Shivaji Nagar,Yes,No
214,260,OYO 60746 Kings Suites,"Near Banaswadi Police Station, Hrbr Layout, Bangalore",1355.0,2827.0,52.0, AC  AC  TV  + 2 more,Bangalore,3.8,Good, Hrbr Layout,Yes,No
215,300,Collection O 81088 Hotel West Inn ,"Zone 5, Mumbai",1347.0,2575.0,47.0, Reception  Geyser  Attached Washroom  + 24 more,Mumbai,3.8,Good,Zone 5,No,No
216,148,SPOT ON 80454 Janapriya Lodge,"India, Bangalore",1216.0,2315.0,47.0, Parking Facility  Doctor on Call  Reception  + 7 more,Bangalore,3.8,Good,India,No,No
217,108,SPOT ON 40974 Sai Tirumala Residency,"Near Rathifile bus stop, Regimental Bazaar, Hyderabad",1414.0,2694.0,47.0, Reception  CCTV Cameras  Security  + 4 more,Hyderabad,3.8,Good, Regimental Bazaar,No,No
218,269,OYO 7897 Status Suites,"Near Dell Office, Inner Ring Road, Bangalore",1498.0,2852.0,47.0, Power backup  Electric Kettle  AC  + 23 more,Bangalore,3.8,Good, Inner Ring Road,Yes,No
219,272,OYO 79873 Elegant Stay HSR Layout,"Bommanahalli Zone, Bangalore",1261.0,2401.0,47.0, Elevator  Parking Facility  Free Wifi  + 5 more,Bangalore,3.7,Good,Bommanahalli Zone,No,Yes
220,63,Capital O 42409 Hotel Zara Grand,"Near 1Aerocity , Safed Pul, Mumbai",1014.0,1931.0,47.0, Parking Facility  Free Wifi  Power backup  + 12 more,Mumbai,3.7,Good, Safed Pul,No,Yes
221,16,OYO 29794 A K Residency,"On main street, Near SBI, Marol, Mumbai",1014.0,2483.0,59.0, Private Entrance  Reception  Free Wifi  + 10 more,Mumbai,3.7,Good, Marol,No,Yes
222,282,Collection O 77471 Kumar Residency Inn,"Kothapet, Hyderabad",1247.0,2375.0,47.0, Reception  Free Wifi  Power backup  + 12 more,Hyderabad,3.7,Good,Kothapet,No,Yes
223,191,OYO 76149 Hotel Grand Inn,"Near Seven hills hospital, Marol, Mumbai",1509.0,2874.0,47.0, Reception  Free Wifi  Geyser  + 8 more,Mumbai,3.7,Good, Marol,No,Yes
224,113,Capital O 46248 Marjan International,"Near ICICI Bank ATM, Chapel Rd, Hyderabad",845.0,3796.0,77.0, Parking Facility  Reception  Free Wifi  + 14 more,Hyderabad,3.7,Good, Chapel Rd,No,Yes
225,15,OYO 78659 Collection O Hotel Jayshree Domestic Airport,"Vile Parle East, Mumbai",1483.0,3144.0,52.0, Private Entrance  Reception  Free Wifi  + 18 more,Mumbai,3.7,Good,Vile Parle East,No,Yes
